"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,          65,       -5.91374157,      -5.558907473,      -5.939793517,      -5.508587277,       -10.0111144,      -1.972996625,     0.02182865389,      0.2849491386,                 0,                 0,                 0,     0.06110553348,     0.02182865389,      0.2849491386,                 0,       13.05390337,    0.002394599513
          0,           0,          66,      -6.055958793,      -5.556992397,      -5.958231054,      -5.650796124,      -10.04776835,      -1.957033022,     0.02256567553,      0.2851082126,                 0,                 0,                 0,     0.06057094692,     0.02256567553,      0.2851082126,                 0,       12.63459683,    0.002394599513
          0,           0,          67,      -6.068794128,      -5.554242984,      -5.951475389,      -5.666401034,      -10.05681101,      -2.341559127,     0.02347959126,       0.285025763,                 0,                 0,                 0,     0.05990178832,     0.02347959126,       0.285025763,                 0,       12.13929833,    0.002394599513
          0,           0,          68,      -6.079906478,       -5.55073025,      -5.939590624,      -5.681111633,      -10.05838049,      -2.482422562,     0.02460283953,      0.2845686094,                 0,                 0,                 0,     0.05907561471,     0.02460283953,      0.2845686094,                 0,       11.56649455,    0.002394599513
          0,           0,          69,      -6.088242714,      -5.546888626,       -5.92431985,      -5.694995933,      -10.02906165,      -2.486591128,     0.02586484242,      0.2836600967,                 0,                 0,                 0,     0.05814247268,     0.02586484242,      0.2836600967,                 0,        10.9670143,    0.002394599513
          0,           0,          70,      -6.121540008,      -5.539374315,      -5.919781852,      -5.715339565,      -9.970185552,      -2.460467858,     0.02723985708,      0.2820548779,                 0,                 0,                 0,     0.05710645471,     0.02723985708,      0.2820548779,                 0,       10.35449184,    0.002394599513
          0,           0,          71,      -6.132657047,       -5.53636335,      -5.914331752,      -5.728677737,      -9.867094763,      -2.411318297,     0.02847695121,      0.2798695013,                 0,                 0,                 0,     0.05613270244,     0.02847695121,      0.2798695013,                 0,       9.827930639,    0.002394599513
          0,           0,          72,        -6.1362445,      -5.536640251,       -5.91833292,      -5.730775914,      -9.798385317,      -2.336573981,     0.02927555464,      0.2775422523,                 0,                 0,                 0,     0.05532504788,     0.02927555464,      0.2775422523,                 0,       9.480341387,    0.002394599513
          0,           0,          73,      -6.127494688,      -5.541510554,      -5.934983562,      -5.714571744,      -9.800273184,      -2.233944852,     0.02934008219,      0.2760142109,                 0,                 0,                 0,     0.05488661999,     0.02934008219,      0.2760142109,                 0,       9.407410964,    0.002394599513
          0,           0,          74,      -6.153811449,      -5.548931336,      -5.963592042,      -5.729194737,      -9.852830588,       -2.12730348,     0.02876501544,      0.2754044456,                 0,                 0,                 0,     0.05473972818,     0.02876501544,      0.2754044456,                 0,       9.574284643,    0.002394599513
          0,           0,          75,      -6.187179953,      -5.557114209,      -5.987268902,      -5.749000237,        -9.9187865,       -2.10750138,     0.02742516567,      0.2759548601,                 0,                 0,                 0,     0.05485852088,     0.02742516567,      0.2759548601,                 0,       10.06210367,    0.002394599513
